vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9392822,,,2009-05-09,,0,N
9392822,China Peoples's Republic,Yingkou,2023-11-01,Follow-up inspection,0,N
9392822,,,2023-11-01,Initial inspection,5,
9392822,,,2023-11-01,Initial inspection,2,
9392822,Russia,Vostochny,2018-11-02,Initial inspection,9,N
9392822,Venezuela,Guanta,2023-03-20,Initial inspection,0,N
9392822,Japan,Imabari,2017-10-18,Follow-up inspection,0,N
9392822,Netherlands,St Eustatius,2023-02-09,Initial inspection,0,N
9392822,,,2023-02-09,Initial inspection,0,
9392822,Colombia,Cartagena,2023-01-06,Initial inspection,0,N
9392822,Russia,Vostochny,2017-08-02,Follow-up inspection,0,N
9392822,United States of America,"Port Arthur, Texas",2022-12-25,Standard Examination,1,N
9392822,,,2022-12-25,Initial inspection,1,
9392822,Canada,Saint John,2022-08-18,Expanded inspection,1,N
9392822,Russia,Vostochny,2016-08-25,Initial inspection,3,N
9392822,Algeria,Skikda,2022-04-11,Initial inspection,1,N
9392822,Russia,Vostochny,2016-08-24,Follow-up inspection,0,N
9392822,United States of America,"New Orleans, Louisiana",2021-12-24,Standard Examination,1,N
9392822,"Hong Kong, China",Hong Kong Marine Department,2015-08-04,Initial inspection,5,N
9392822,United Kingdom,Teesport,2021-07-28,Expanded inspection,3,N
9392822,Australia,Brisbane,2014-08-18,Initial inspection,0,N
9392822,Russia,Taman,2020-10-22,Expanded inspection,6,N
9392822,Australia,Other North,2014-08-18,Initial inspection,0,N
9392822,United States of America,"Corpus Christi, Texas",2020-07-28,Standard Examination,0,N
9392822,Japan,Imabari,2013-10-21,Initial inspection,0,N
9392822,Ireland,Whitegate,2020-07-02,Expanded inspection,0,N
9392822,Japan,Imabari,2013-05-16,Initial inspection,0,N
9392822,United States of America,"Seattle, Washington",2019-07-08,Standard Examination,0,N
9392822,,,2012-03-16,,0,N
9392822,,,2012-03-16,Follow-up inspection,0,
9392822,Australia,Kwinana,2012-02-27,Initial inspection,0,N
9392822,,,2011-12-12,,0,N
9392822,,,2011-06-29,,0,N
9392822,Australia,Brisbane,2010-12-13,Initial inspection,0,N
9392822,,,2010-12-13,,0,N
9392822,,,2010-10-15,,0,N
9392822,,,2010-03-07,,0,N
9393668,Russia,Novorossiisk,2024-04-20,Expanded inspection,2,N
9393668,Morocco,Mohammedia,2016-10-17,Initial inspection,3,N
9393668,Bulgaria,Burgas,2023-10-26,More detailed inspection,0,N
9393668,Netherlands,Bonaire,2015-02-19,Initial inspection,1,N
9393668,,,2015-02-19,More detailed inspection,0,
9393668,United States of America,"San Juan, Puerto Rico",2015-02-09,Standard Examination,0,N
9393668,Georgia,Batumi,2023-10-14,More detailed inspection,3,N
9393668,Netherlands,St Eustatius,2014-03-26,Initial inspection,4,N
9393668,United Kingdom,Southampton,2023-03-05,Expanded inspection,1,N
9393668,United States of America,"San Juan, Puerto Rico",2014-01-09,Standard Examination,3,N
9393668,United Kingdom,Gibraltar,2022-02-17,Expanded inspection,0,N
9393668,United States of America,"Massena, New York",2013-12-13,Standard Examination,0,N
9393668,Morocco,Mohammedia,2021-06-09,More detailed inspection,3,N
9393668,Colombia,Cartagena,2013-10-30,Initial inspection,0,N
9393668,Denmark,Aarhus,2021-01-06,Expanded inspection,1,N
9393668,Latvia,Riga,2013-05-23,More detailed inspection,0,N
9393668,Netherlands,Rotterdam,2020-01-24,More detailed inspection,1,N
9393668,Denmark,Kalundborg,2013-01-15,More detailed inspection,0,N
9393668,Germany,Brunsbuttel,2019-09-10,More detailed inspection,0,N
9393668,Greece,Neapolis,2012-10-26,More detailed inspection,7,N
9393668,France,Le havre,2019-05-27,Expanded inspection,4,N
9393668,Netherlands,St Eustatius,2019-01-08,Initial inspection,0,N
9393668,Netherlands,St Eustatius,2018-06-12,More detailed inspection,4,N
9393668,United States of America,"San Juan, Puerto Rico",2018-04-30,Standard Examination,1,N
9393668,Benin,Cotonou,2017-07-12,Initial inspection,0,N
9393668,Morocco,Mohammedia,2016-11-08,Follow-up inspection,0,N
9394935,Russia,Novorossiisk,2023-10-10,Expanded inspection,3,N
9394935,United States of America,"Galveston, Texas",2018-02-27,Standard Examination,0,N
9394935,Russia,Murmansk,2009-03-30,More detailed inspection,5,N
9394935,United States of America,"Houston, Texas",2023-06-30,Standard Examination,0,N
9394935,Colombia,Coveñas,2017-04-12,Initial inspection,0,N
9394935,United Kingdom,Hound Point,2023-03-30,Expanded inspection,0,N
9394935,Russia,Murmansk,2017-03-01,Initial inspection,0,N
9394935,Colombia,Coveñas,2022-05-21,Initial inspection,0,N
9394935,United States of America,"New Orleans, Louisiana",2016-12-07,Standard Examination,0,N
9394935,United States of America,"New Orleans, Louisiana",2022-05-04,Standard Examination,0,N
9394935,Gabon,Owendo,2016-05-15,Initial inspection,0,N
9394935,Estonia,Muuga,2022-02-05,Expanded inspection,0,N
9394935,United Kingdom,Tranmere,2016-02-22,More detailed inspection,2,N
9394935,United States of America,"New Orleans, Louisiana",2021-05-03,Standard Examination,0,N
9394935,Colombia,Coveñas,2015-09-12,Initial inspection,0,N
9394935,Turkey,Aliaga,2021-03-26,More detailed inspection,0,N
9394935,United Kingdom,Tranmere,2015-02-24,Initial inspection,0,N
9394935,Canada,Saint John,2020-11-17,Expanded inspection,0,N
9394935,United States of America,"New Orleans, Louisiana",2014-12-12,Standard Examination,0,N
9394935,United States of America,"New Orleans, Louisiana",2020-07-17,Standard Examination,0,N
9394935,Italy,Falconara,2014-04-07,Initial inspection,0,N
9394935,Russia,Novorossiisk,2020-02-18,More detailed inspection,5,N
9394935,Canada,Come by Chance,2013-05-14,Initial inspection,0,N
9394935,United States of America,"Houston, Texas",2019-05-08,Standard Examination,0,N
9394935,United States of America,"Port Arthur, Texas",2013-02-22,Standard Examination,2,N
9394935,Russia,Murmansk,2019-03-17,Initial inspection,0,N
9394935,United States of America,"Galveston, Texas",2012-03-16,Standard Examination,0,N
9394935,Venezuela,Maracaibo,2019-01-22,Initial inspection,0,N
9394935,United States of America,"Philadelphia, Pennsylvania",2011-03-14,Standard Examination,1,N
9394935,Georgia,Batumi,2018-08-07,Initial inspection,0,N
9394935,United Kingdom,Birken Head,2011-02-17,Initial inspection,0,N
9394935,Turkey,Botas,2018-05-15,Initial inspection,0,N
9394935,United States of America,"St. Croix, USVI",2010-05-27,Standard Examination,0,N
9394935,Italy,Savona,2018-04-18,Initial inspection,0,N
9394935,Russia,Primorsk,2009-07-27,Initial inspection,1,N
9394935,United States of America,"Philadelphia, Pennsylvania",2009-06-12,Standard Examination,1,N
9395379,"Hong Kong, China",Hong Kong Marine Department,2024-01-05,Initial inspection,0,N
9395379,,,2024-01-05,Initial inspection,0,
9395379,Russia,Taman,2021-04-29,Expanded inspection,3,N
9395379,India,Manglore,2013-03-01,Initial inspection,0,N
9395379,Turkey,Botas,2021-04-08,More detailed inspection,0,N
9395379,China Peoples's Republic,Yantai,2013-01-22,Initial inspection,3,N
9395379,Italy,Trieste,2021-03-29,Expanded inspection,6,N
9395379,,,2012-06-09,,0,N
9395379,Russia,Vanimo,2020-07-17,Initial inspection,0,N
9395379,United States of America,"Long Beach, California",2012-03-26,Standard Examination,0,N
9395379,United States of America,"Port Arthur, Texas",2020-02-27,Standard Examination,0,N
9395379,,,2011-10-28,,0,N
9395379,Turkey,Botas,2020-01-29,Initial inspection,0,N
9395379,,,2011-09-22,,0,N
9395379,United States of America,"Corpus Christi, Texas",2018-07-05,Standard Examination,0,N
9395379,,,2011-08-05,,0,N
9395379,Italy,Livorno,2018-03-16,More detailed inspection,0,N
9395379,United States of America,"Honolulu, Hawaii",2011-02-18,Standard Examination,1,N
9395379,Mexico,Coatzacoalcos Ver,2017-04-18,Initial inspection,0,N
9395379,,,2011-01-19,,0,N
9395379,United States of America,"New Orleans, Louisiana",2017-02-06,Standard Examination,0,N
9395379,,,2010-06-23,,0,N
9395379,Colombia,Coveñas,2016-01-26,Initial inspection,0,N
9395379,Estonia,Muuga,2009-03-30,Initial inspection,0,N
9395379,United States of America,"Philadelphia, Pennsylvania",2016-01-14,Standard Examination,0,N
9395379,Philippines,Subic,2015-07-03,Initial inspection,0,N
9395379,Malaysia,Miri,2015-03-17,Initial inspection,0,N
9395379,Japan,Niigata,2014-07-14,Initial inspection,0,N
9395379,,,2014-07-14,Initial inspection,0,
9396672,India,Manglore,2024-02-16,Initial inspection,3,N
9396672,United States of America,"New York, New York",2013-07-06,Standard Examination,2,N
9396672,Russia,Novorossiisk,2023-10-30,Expanded inspection,5,N
9396672,Italy,Fiumicino,2012-05-08,More detailed inspection,0,N
9396672,Philippines,Batangas/Luzon,2023-04-14,Initial inspection,0,N
9396672,Latvia,Ventspils,2010-12-07,Initial inspection,0,N
9396672,United States of America,"Cape Canaveral, Florida",2022-08-23,Standard Examination,5,N
9396672,Latvia,Ventspils,2010-03-29,Initial inspection,0,N
9396672,Canada,Quebec city,2022-07-30,Expanded inspection,1,N
9396672,United Kingdom,Lowestoft,2009-09-06,More detailed inspection,6,N
9396672,Brazil,Fortaleza Ce,2021-08-01,Follow-up inspection,0,N
9396672,Argentina,Campana,2021-06-16,Initial inspection,1,N
9396672,Russia,Primorsk,2019-07-05,Initial inspection,0,N
9396672,United States of America,"New York, New York",2019-06-09,Standard Examination,1,N
9396672,United States of America,"New York, New York",2017-03-13,Standard Examination,0,N
9396672,Canada,Quebec city,2016-10-06,Initial inspection,0,N
9396672,Netherlands,Rotterdam,2016-05-28,More detailed inspection,0,N
9396672,United States of America,"Corpus Christi, Texas",2015-12-09,Standard Examination,0,N
9396672,Kenya,Mombasa,2015-03-17,Initial inspection,0,N
9396672,United Kingdom,Fawley,2014-12-19,More detailed inspection,6,N
9396672,Indonesia,Banten,2014-10-27,Initial inspection,0,N
9396672,Netherlands,Rotterdam,2013-08-17,Initial inspection,0,N
9396775,United States of America,"New York, New York",2024-09-02,Standard Examination,0,N
9396775,Colombia,Cartagena,2021-03-15,Initial inspection,0,N
9396775,,,2021-03-15,Initial inspection,2,
9396775,United States of America,"New Orleans, Louisiana",2010-06-13,Standard Examination,0,N
9396775,Greece,Agioi Theodoroi,2024-07-06,Expanded inspection,5,N
9396775,United States of America,"New York, New York",2020-12-19,Standard Examination,0,N
9396775,,,2020-12-19,Initial inspection,0,
9396775,Russia,Murmansk,2010-03-10,More detailed inspection,3,N
9396775,Senegal,Dakar,2023-07-08,Initial inspection,0,N
9396775,Benin,Cotonou,2020-11-12,Initial inspection,0,N
9396775,United Kingdom,Fawley,2017-02-23,More detailed inspection,7,N
9396775,Russia,Vyborg,2009-05-19,Initial inspection,0,N
9396775,Latvia,Ventspils,2023-05-03,More detailed inspection,0,N
9396775,Benin,Cotonou,2020-03-06,Initial inspection,0,N
9396775,Mexico,Tampico Tam,2016-07-26,Initial inspection,0,N
9396775,Nigeria,Apapa,2023-03-23,Initial inspection,0,N
9396775,Turkey,Aliaga,2020-02-04,More detailed inspection,0,N
9396775,United States of America,"Houston, Texas",2016-05-12,Standard Examination,0,N
9396775,United States of America,"Boston, Massachusets",2023-03-14,Standard Examination,0,N
9396775,France,Fos sur mer,2020-01-20,Initial inspection,0,N
9396775,Colombia,Cartagena,2015-12-10,Initial inspection,0,N
9396775,United States of America,"Boston, Massachusets",2023-02-03,Standard Examination,2,N
9396775,Australia,Fremantle,2019-08-23,Follow-up inspection,0,N
9396775,Australia,Sydney,2015-08-26,Initial inspection,3,N
9396775,United Kingdom,Milford haven,2023-01-19,Expanded inspection,5,N
9396775,Australia,Fremantle,2019-08-22,Initial inspection,3,N
9396775,,,2019-08-22,Initial inspection,3,
9396775,Australia,Melbourne,2022-11-08,Initial inspection,0,N
9396775,,,2022-11-08,Initial inspection,3,
9396775,Japan,Kawasaki,2015-06-29,Initial inspection,0,N
9396775,,,2015-06-29,Initial inspection,0,
9396775,Russia,Novorossiisk,2019-07-19,More detailed inspection,0,N
9396775,United States of America,"New York, New York",2015-03-09,Standard Examination,0,N
9396775,Chile,Ventanas,2021-11-26,Follow-up inspection,0,N
9396775,United States of America,"New York, New York",2019-05-15,Standard Examination,0,N
9396775,United States of America,"Philadelphia, Pennsylvania",2014-10-29,Standard Examination,0,N
9396775,,,2014-10-29,Follow-up inspection,0,
9396775,Belgium,Antwerp,2019-03-05,Initial inspection,0,N
9396775,United Kingdom,Fawley,2014-05-18,Initial inspection,0,N
9396775,Chile,Ventanas,2021-11-23,Follow-up inspection,0,N
9396775,United States of America,"Port Arthur, Texas",2018-05-11,Standard Examination,0,N
9396775,United States of America,"New York, New York",2014-01-22,Standard Examination,0,N
9396775,,,2014-01-22,Follow-up inspection,0,
9396775,Argentina,Dock Sud,2017-12-23,Follow-up inspection,0,N
9396775,Egypt,As Suways (Suez),2013-03-12,Initial inspection,1,N
9396775,,,2013-03-12,Initial inspection,3,
9396775,Argentina,Bahía Blanca,2017-12-14,Follow-up inspection,0,N
9396775,Australia,Gladstone,2013-01-17,Initial inspection,0,N
9396775,,,2013-01-17,Initial inspection,0,
9396775,,,2013-01-17,Initial inspection,1,
9396775,,,2013-01-17,Initial inspection,0,
9396775,Chile,Iquique,2021-08-25,Initial inspection,0,N
9396775,United States of America,"Port Arthur, Texas",2017-05-30,Standard Examination,0,N
9396775,"Hong Kong, China",Hong Kong Marine Department,2012-12-13,Initial inspection,0,N
9396775,,,2012-12-13,Initial inspection,0,
9396775,,,2012-12-13,Follow-up inspection,0,
9396775,United States of America,"Houston, Texas",2012-03-30,Standard Examination,0,N
9396775,,,2012-03-30,Follow-up inspection,0,
9396775,,,2011-05-28,,0,N
9396775,,,2010-10-29,,0,N
9397535,Russia,Nakhodka,2023-11-18,Initial inspection,0,N
9397535,Honduras,Cortes,2013-09-08,Initial inspection,0,N
9397535,United States of America,"St. Croix, USVI",2021-05-10,Standard Examination,0,N
9397535,United States of America,"Lake Charles, Louisiana",2013-08-08,Standard Examination,0,N
9397535,Sweden,Brofjorden,2021-04-04,Expanded inspection,2,N
9397535,United States of America,"New York, New York",2012-06-19,Standard Examination,0,N
9397535,United States of America,"Boston, Massachusets",2020-04-09,Standard Examination,0,N
9397535,Netherlands,Rotterdam,2011-09-22,Initial inspection,0,N
9397535,Russia,Novorossiisk,2020-02-13,Initial inspection,0,N
9397535,United States of America,"New Orleans, Louisiana",2011-04-30,Standard Examination,0,N
9397535,United States of America,"New York, New York",2019-04-01,Standard Examination,0,N
9397535,Canada,Quebec city,2009-06-18,Initial inspection,0,N
9397535,Russia,Sabetta,2018-09-19,Initial inspection,0,N
9397535,,,2009-05-11,,0,N
9397535,United States of America,"New York, New York",2018-02-02,Standard Examination,0,N
9397535,Brazil,Rio Grande Rs,2017-09-25,Initial inspection,0,N
9397535,United States of America,"New Haven, Connecticut",2016-10-15,Standard Examination,0,N
9397535,Denmark,Statoil-Havnen,2016-09-06,Initial inspection,0,N
9397535,United States of America,"New York, New York",2015-11-10,Standard Examination,0,N
9397535,United States of America,"New York, New York",2014-10-02,Standard Examination,0,N
9397535,Colombia,Barranquilla,2014-09-06,Initial inspection,0,N
9397535,Canada,Montreal,2014-04-26,Initial inspection,0,N
9397535,Chile,Quintero,2013-10-14,Initial inspection,0,N
9397535,,,2013-10-14,Initial inspection,0,
9397547,United States of America,"Searsport, Maine",2021-12-21,Standard Examination,0,N
9397547,,,2011-11-28,,0,N
9397547,Brazil,Suape,2021-08-25,Initial inspection,0,N
9397547,United States of America,"Mobile, Alabama",2011-08-25,Standard Examination,0,N
9397547,United States of America,"New York, New York",2020-09-16,Standard Examination,0,N
9397547,Greece,Thessaloniki,2011-06-07,More detailed inspection,1,N
9397547,Denmark,Statoil-Havnen,2020-08-25,Expanded inspection,0,N
9397547,Iran,Asaluyeb,2010-04-24,Initial inspection,0,N
9397547,United States of America,"New York, New York",2019-07-01,Standard Examination,0,N
9397547,Netherlands,Rotterdam,2009-05-18,Initial inspection,0,N
9397547,Russia,Primorsk,2018-07-20,Initial inspection,0,N
9397547,,,2009-03-31,,0,N
9397547,United States of America,"New York, New York",2018-06-21,Standard Examination,0,N
9397547,Russia,Ust-Luga,2017-07-01,More detailed inspection,0,N
9397547,United States of America,"New York, New York",2017-03-27,Standard Examination,1,N
9397547,Denmark,Copenhagen,2016-05-06,Initial inspection,0,N
9397547,United States of America,"New York, New York",2016-03-07,Standard Examination,0,N
9397547,Tunisia,La Goulette,2015-09-17,Initial inspection,0,N
9397547,United States of America,"Miami, Florida",2015-01-28,Standard Examination,0,N
9397547,Venezuela,Puerto La Cruz,2015-01-20,Initial inspection,0,N
9397547,Canada,Montreal,2014-02-08,Initial inspection,0,N
9397547,United States of America,"Miami, Florida",2014-01-16,Standard Examination,0,N
9397559,Egypt,El Dekheila,2024-03-03,More detailed inspection,0,N
9397559,France,Fos sur mer,2012-10-24,More detailed inspection,2,N
9397559,Russia,Novorossiisk,2024-02-17,Expanded inspection,0,N
9397559,United States of America,"Houston, Texas",2012-07-20,Standard Examination,0,N
9397559,Nigeria,Apapa,2023-06-21,Initial inspection,0,N
9397559,Honduras,Cortes,2012-06-26,Initial inspection,0,N
9397559,Russia,Tuapse,2022-06-16,Initial inspection,0,N
9397559,United States of America,"Port Arthur, Texas",2011-07-11,Standard Examination,0,N
9397559,Algeria,Skikda,2021-11-02,Initial inspection,0,N
9397559,Netherlands,Rotterdam,2010-10-13,Initial inspection,0,N
9397559,United States of America,"New York, New York",2021-03-05,Standard Examination,0,N
9397559,Iran,Bandar Khomeini,2010-07-05,Initial inspection,0,N
9397559,Finland,Naantali,2020-07-17,Initial inspection,0,N
9397559,United Kingdom,Felixstowe,2009-11-06,More detailed inspection,7,N
9397559,United States of America,"Philadelphia, Pennsylvania",2019-12-13,Standard Examination,1,N
